126;238;64;179;3;0
126;238;80;178;3;0
126;238;96;178;3;0
126;238;112;177;3;0
126;238;129;176;3;0
126;238;145;176;3;0
126;238;160;174;3;0
126;238;176;174;3;0
126;238;192;173;3;0
126;238;208;173;3;0
126;238;224;171;3;0
126;238;240;172;3;0
126;239;0;171;3;0
126;239;16;172;3;0
126;239;32;171;3;0
126;239;48;172;3;0
126;239;64;173;3;0
126;239;80;173;3;0
126;239;96;175;3;0
126;239;112;174;3;0
126;239;129;176;3;0
126;239;145;177;3;0
126;239;160;177;3;0
126;239;176;177;3;0
126;239;192;175;3;0
126;239;208;176;3;0
126;239;224;174;3;0
126;239;240;175;3;0
126;240;0;173;3;0
126;240;16;173;3;0
126;240;32;171;3;0
126;240;48;171;3;0
126;240;64;170;3;0
126;240;80;169;3;0
126;240;96;168;3;0
126;240;112;168;3;0
126;240;129;168;3;0
126;240;145;168;3;0
126;240;160;168;3;0
126;240;176;169;3;0
126;240;192;169;3;0
126;240;208;171;3;0
126;94;240;224;171;0
126;240;240;172;3;0
126;241;0;173;3;0
126;241;16;172;3;0
126;241;32;174;3;0
126;241;48;173;3;0
126;241;64;174;3;0
126;241;80;172;3;0
126;241;96;172;3;0
126;241;112;171;3;0
126;241;129;170;3;0
126;241;145;171;3;0
126;241;160;170;3;0
126;241;176;169;3;0
126;241;192;168;3;0
126;241;208;166;3;0
126;241;224;166;3;0
126;241;240;165;3;0
126;242;0;166;3;0
126;242;16;165;3;0
126;242;32;166;3;0
126;242;48;165;3;0
126;242;64;166;3;0
126;242;80;167;3;0
126;242;96;169;3;0
126;242;112;169;3;0
126;242;129;170;3;0
126;242;145;169;3;0
126;242;160;170;3;0
126;242;176;170;3;0
126;242;192;171;3;0
126;242;208;170;3;0
126;242;224;170;3;0
126;242;240;169;3;0
126;243;0;169;3;0
126;243;16;168;3;0
126;243;32;167;3;0
126;243;48;165;3;0
126;243;64;165;3;0
126;243;80;164;3;0
126;243;96;164;3;0
126;243;112;162;3;0
126;243;129;163;3;0
126;243;145;163;3;0
126;243;160;163;3;0
126;243;176;164;3;0
126;243;192;164;3;0
126;243;208;165;3;0
126;93;243;224;167;0
126;243;240;167;3;0
126;244;0;167;3;0
126;244;16;166;3;0
126;244;32;166;3;0
126;244;48;166;3;0
126;244;64;166;3;0
126;244;80;166;3;0
126;244;96;166;3;0
126;244;112;166;3;0
126;244;129;165;3;0
126;244;145;164;3;0
126;244;160;164;3;0
126;244;176;162;3;0
126;244;192;162;3;0
126;244;208;161;3;0
126;244;224;159;3;0
126;244;240;159;3;0
126;245;0;158;3;0
126;245;16;159;3;0
126;245;32;159;3;0
126;245;48;159;3;0
126;245;64;160;3;0
126;245;80;161;3;0
126;245;96;161;3;0
126;245;112;162;3;0
126;245;129;163;3;0
126;245;145;163;3;0
126;245;160;164;3;0
126;245;176;163;3;0
126;245;192;162;3;0
126;245;208;163;3;0
126;245;224;162;3;0
126;245;240;161;3;0
126;246;0;161;3;0
126;246;16;161;3;0
126;246;32;160;3;0
126;246;48;159;3;0
126;246;64;158;3;0
126;246;80;157;3;0
126;246;96;155;3;0
126;246;112;157;3;0
126;246;129;156;3;0
126;246;145;155;3;0
126;246;160;156;3;0
126;246;176;155;3;0
126;246;192;156;3;0
126;246;208;158;3;0
126;246;224;157;3;0
126;246;240;159;3;0
126;247;0;160;3;0
126;247;16;160;3;0
126;247;32;160;3;0
126;247;48;159;3;0
126;247;64;160;3;0
126;247;80;159;3;0
126;247;96;158;3;0
126;247;112;157;3;0
126;247;129;156;3;0
126;247;145;156;3;0
126;247;160;156;3;0
126;247;176;154;3;0
126;247;192;153;3;0
126;247;208;152;3;0
126;247;224;152;3;0
126;247;240;151;3;0
126;248;0;151;3;0
126;248;16;151;3;0
126;248;32;151;3;0
126;248;48;151;3;0
126;248;64;152;3;0
126;248;80;153;3;0
126;248;96;154;3;0
126;248;112;154;3;0
126;248;129;155;3;0
126;248;145;155;3;0
126;248;160;156;3;0
126;248;176;156;3;0
126;248;192;155;3;0
126;248;208;155;3;0
126;248;224;154;3;0
126;248;240;154;3;0
126;249;0;152;3;0
126;249;16;152;3;0
126;249;32;151;3;0
126;249;48;150;3;0
126;249;64;149;3;0
126;249;80;149;3;0
126;249;96;148;3;0
126;249;112;147;3;0
126;249;129;146;3;0
126;249;145;147;3;0
126;249;160;147;3;0
126;249;176;147;3;0
126;249;192;147;3;0
126;249;208;148;3;0
126;249;224;149;3;0
126;249;240;149;3;0
126;250;0;151;3;0
126;250;16;151;3;0
126;250;32;151;3;0
126;250;48;151;3;0
126;250;64;151;3;0
126;250;80;151;3;0
126;250;96;149;3;0
126;250;112;149;3;0
126;250;129;148;3;0
126;250;145;147;3;0
126;250;160;147;3;0
126;250;176;145;3;0
